,Date,Value,Ticker,pct
1,2021-12-31,191.03,TTEC,0.4220948410630536
2,2021-09-30,134.33,TTEC,0.22922767203513916
3,2021-06-30,109.28,TTEC,0.8760515021459228
4,2021-03-31,58.25,TTEC,-0.7254560022623369
5,2020-12-31,212.17,TTEC,0.5267323882852413
6,2020-09-30,138.97,TTEC,0.8938402834559827
7,2020-06-30,73.38,TTEC,0.6173683050473882
8,2020-03-31,45.37,TTEC,-0.7445382882882883
9,2019-12-31,177.6,TTEC,0.26576865512080383
10,2019-09-30,140.31,TTEC,0.5059568530642911
11,2019-06-30,93.17,TTEC,0.39517819706498947
12,2019-03-31,66.78,TTEC,-0.46546065796846237
13,2018-12-31,124.93,TTEC,-0.06969990319457875
14,2018-09-30,134.29,TTEC,0.52897643174314
15,2018-06-30,87.83,TTEC,0.4667668670674683
16,2018-03-31,59.88,TTEC,-0.022048015678588828
17,2017-12-31,61.23,TTEC,-0.42093815017968605
18,2017-09-30,105.74,TTEC,0.10272186880800915
19,2017-06-30,95.89,TTEC,0.5242409791766016
20,2017-03-31,62.91,TTEC,0.02945508100147265
21,2016-12-31,61.11,TTEC,-0.15207437213819885
22,2016-09-30,72.07,TTEC,1.6331750091340882
23,2016-06-30,27.37,TTEC,-13.671296296296296
24,2016-03-31,-2.16,TTEC,-1.0301633850020946
25,2015-12-31,71.61,TTEC,0.06721311475409841
26,2015-09-30,67.1,TTEC,0.19565217391304346
27,2015-06-30,56.12,TTEC,-7.086767895878524
28,2015-03-31,-9.22,TTEC,-1.346877351392024
29,2014-12-31,26.58,TTEC,1.709480122324159
30,2014-09-30,9.81,TTEC,-4.606617647058823
31,2014-06-30,-2.72,TTEC,0.9154929577464792
32,2014-03-31,-1.42,TTEC,-1.0162063455832002
33,2013-12-31,87.62,TTEC,0.956677087985708
34,2013-09-30,44.78,TTEC,0.6866290018832393
35,2013-06-30,26.55,TTEC,10.10878661087866
36,2013-03-31,2.39,TTEC,-0.964237617836301
