,Date,Value,Ticker
788,2014-03-31,143.65,PMT
789,2013-12-31,-121.34,PMT
790,2013-09-30,-334.08,PMT
791,2013-06-30,-377.56,PMT
792,2013-03-31,-225.15,PMT
793,2012-12-31,-684.04,PMT
794,2012-09-30,-547.95,PMT
795,2012-06-30,-192.32,PMT
796,2012-03-31,81.48,PMT
797,2011-12-31,-220.73,PMT
798,2011-09-30,-35.62,PMT
799,2011-06-30,-13.51,PMT
800,2011-03-31,-14.27,PMT
801,2010-12-31,-4.63,PMT
802,2010-09-30,-21.10,PMT
803,2010-06-30,-12.91,PMT
804,2010-03-31,-2.70,PMT
805,2009-12-31,,PMT
806,2009-09-30,-0.71,PMT
807,2009-06-30,,PMT
808,,,RKDA
809,2021-12-31,-26.86,RKDA
810,2021-09-30,-20.13,RKDA
811,2021-06-30,-11.65,RKDA
812,2021-03-31,-5.19,RKDA
813,2020-12-31,-32.55,RKDA
814,2020-09-30,-25.50,RKDA
815,2020-06-30,-18.30,RKDA
816,2020-03-31,-10.05,RKDA
817,2019-12-31,-18.66,RKDA
818,2019-09-30,-13.06,RKDA
819,2019-06-30,-8.74,RKDA
820,2019-03-31,-4.06,RKDA
821,2018-12-31,-13.87,RKDA
822,2018-09-30,-11.02,RKDA
823,2018-06-30,-6.98,RKDA
824,2018-03-31,-2.64,RKDA
825,2017-12-31,-14.04,RKDA
826,2017-09-30,-11.36,RKDA
827,2017-06-30,-8.97,RKDA
828,2017-03-31,-4.58,RKDA
829,2016-12-31,-17.29,RKDA
830,2016-09-30,-13.00,RKDA
831,2016-06-30,-9.05,RKDA
832,2016-03-31,-4.99,RKDA
833,2015-12-31,-15.25,RKDA
834,2015-09-30,-11.24,RKDA
835,2015-06-30,-6.61,RKDA
836,2015-03-31,-2.61,RKDA
837,2014-12-31,-14.92,RKDA
838,2014-09-30,-12.16,RKDA
839,2014-06-30,-8.42,RKDA
840,2014-03-31,-2.13,RKDA
841,2013-12-31,,RKDA
842,,,NUWE
843,2021-12-31,-18.10,NUWE
844,2021-09-30,-13.88,NUWE
845,2021-06-30,-9.34,NUWE
846,2021-03-31,-5.44,NUWE
847,2020-12-31,-16.84,NUWE
848,2020-09-30,-13.37,NUWE
849,2020-06-30,-8.83,NUWE
850,2020-03-31,-5.51,NUWE
851,2019-12-31,-16.86,NUWE
852,2019-09-30,-12.80,NUWE
853,2019-06-30,-9.03,NUWE
854,2019-03-31,-4.95,NUWE
855,2018-12-31,-14.76,NUWE
856,2018-09-30,-12.02,NUWE
857,2018-06-30,-8.60,NUWE
858,2018-03-31,-5.09,NUWE
859,2017-12-31,-12.18,NUWE
860,2017-09-30,-8.98,NUWE
861,2017-06-30,-5.72,NUWE
862,2017-03-31,-1.61,NUWE
863,2016-12-31,-16.41,NUWE
864,2016-09-30,-13.67,NUWE
865,2016-06-30,-9.17,NUWE
866,2016-03-31,-5.70,NUWE
867,2015-12-31,-23.19,NUWE
868,2015-09-30,-18.41,NUWE
869,2015-06-30,-12.90,NUWE
870,2015-03-31,-7.16,NUWE
871,2014-12-31,-23.00,NUWE
872,2014-09-30,-17.56,NUWE
873,2014-06-30,-12.04,NUWE
874,2014-03-31,-6.73,NUWE
875,2013-12-31,-17.66,NUWE
876,2013-09-30,-11.84,NUWE
877,2013-06-30,-7.59,NUWE
878,2013-03-31,-4.12,NUWE
879,2012-12-31,-13.24,NUWE
880,2012-09-30,-9.80,NUWE
881,2012-06-30,-6.92,NUWE
882,2012-03-31,-4.86,NUWE
883,2011-12-31,-13.53,NUWE
884,2011-09-30,-9.69,NUWE
885,2011-06-30,-6.26,NUWE
886,2011-03-31,-2.81,NUWE
887,2010-12-31,,NUWE
888,,,IROQ
889,2021-12-31,3.49,IROQ
890,2021-09-30,0.15,IROQ
891,2021-06-30,6.59,IROQ
892,2021-03-31,4.45,IROQ
893,2020-12-31,2.32,IROQ
894,2020-09-30,1.14,IROQ
895,2020-06-30,6.74,IROQ
896,2020-03-31,4.66,IROQ
897,2019-12-31,3.48,IROQ
898,2019-09-30,1.78,IROQ
899,2019-06-30,4.69,IROQ
900,2019-03-31,2.85,IROQ
901,2018-12-31,1.80,IROQ
902,2018-09-30,-0.47,IROQ
903,2018-06-30,-0.02,IROQ
904,2018-03-31,-2.33,IROQ
905,2017-12-31,-2.53,IROQ
906,2017-09-30,-3.17,IROQ
907,2017-06-30,4.46,IROQ
908,2017-03-31,4.34,IROQ
909,2016-12-31,2.38,IROQ
910,2016-09-30,1.54,IROQ
911,2016-06-30,5.11,IROQ
912,2016-03-31,4.21,IROQ
913,2015-12-31,2.30,IROQ
914,2015-09-30,1.70,IROQ
915,2015-06-30,5.23,IROQ
916,2015-03-31,3.87,IROQ
917,2014-12-31,2.21,IROQ
918,2014-09-30,1.14,IROQ
919,2014-06-30,5.25,IROQ
920,2014-03-31,3.56,IROQ
921,2013-12-31,2.42,IROQ
922,2013-09-30,1.38,IROQ
923,2013-06-30,5.68,IROQ
924,2013-03-31,3.42,IROQ
925,2012-12-31,2.12,IROQ
926,2012-09-30,1.00,IROQ
927,2012-06-30,5.45,IROQ
928,2012-03-31,3.43,IROQ
929,2011-12-31,2.65,IROQ
930,2011-09-30,0.78,IROQ
931,2011-06-30,4.81,IROQ
932,2011-03-31,2.76,IROQ
933,2010-12-31,1.79,IROQ
934,2010-09-30,0.56,IROQ
935,2010-06-30,,IROQ
936,2010-03-31,0.80,IROQ
937,,,FPI
938,2021-12-31,-5.40,FPI
939,2021-09-30,-3.25,FPI
940,2021-06-30,5.51,FPI
941,2021-03-31,36.42,FPI
942,2020-12-31,36.63,FPI
943,2020-09-30,20.68,FPI
944,2020-06-30,14.94,FPI
945,2020-03-31,11.89,FPI
946,2019-12-31,44.15,FPI
947,2019-09-30,36.04,FPI
948,2019-06-30,42.06,FPI
949,2019-03-31,16.37,FPI
950,2018-12-31,5.96,FPI
951,2018-09-30,0.57,FPI
952,2018-06-30,-19.69,FPI
953,2018-03-31,-17.00,FPI
954,2017-12-31,-226.81,FPI
955,2017-09-30,-113.73,FPI
956,2017-06-30,-104.66,FPI
957,2017-03-31,-85.78,FPI
958,2016-12-31,-132.41,FPI
959,2016-09-30,-123.79,FPI
960,2016-06-30,-104.31,FPI
961,2016-03-31,-88.11,FPI
962,2015-12-31,-109.19,FPI
963,2015-09-30,-96.60,FPI
964,2015-06-30,-80.24,FPI
965,2015-03-31,-8.29,FPI
966,2014-12-31,-124.51,FPI
967,2014-09-30,-35.27,FPI
968,2014-06-30,-30.26,FPI
969,2014-03-31,-0.14,FPI
970,2013-12-31,0.02,FPI
971,2013-09-30,-1.85,FPI
972,2013-06-30,-1.43,FPI
973,2013-03-31,-0.16,FPI
974,2012-12-31,,FPI
975,,,NAVI
976,2021-12-31,702.00,NAVI
977,2021-09-30,534.00,NAVI
978,2021-06-30,333.00,NAVI
979,2021-03-31,179.00,NAVI
980,2020-12-31,987.00,NAVI
981,2020-09-30,816.00,NAVI
982,2020-06-30,595.00,NAVI
983,2020-03-31,453.00,NAVI
984,2019-12-31,"1,019.00",NAVI
985,2019-09-30,831.00,NAVI
986,2019-06-30,522.00,NAVI
987,2019-03-31,188.00,NAVI
988,2018-12-31,"1,140.00",NAVI
989,2018-09-30,655.00,NAVI
990,2018-06-30,482.00,NAVI
991,2018-03-31,284.00,NAVI
992,2017-12-31,"1,158.00",NAVI
993,2017-09-30,914.00,NAVI
994,2017-06-30,630.00,NAVI
995,2017-03-31,357.00,NAVI
996,2016-12-31,"1,347.00",NAVI
997,2016-09-30,"1,114.00",NAVI
998,2016-06-30,771.00,NAVI
999,2016-03-31,342.00,NAVI
1000,2015-12-31,"1,910.00",NAVI
1001,2015-09-30,"1,459.00",NAVI
1002,2015-06-30,"1,055.00",NAVI
1003,2015-03-31,499.00,NAVI
1004,2014-12-31,"1,664.00",NAVI
1005,2014-09-30,"1,615.00",NAVI
1006,2014-06-30,"1,113.00",NAVI
1007,2014-03-31,558.00,NAVI
1008,2013-12-31,"2,000.00",NAVI
1009,2013-09-30,"1,432.00",NAVI
1010,2013-06-30,954.00,NAVI
1011,2013-03-31,529.00,NAVI
1012,2012-12-31,,NAVI
1013,2011-12-31,,NAVI
1014,,,GMS
1015,2022-01-31,-51.92,GMS
1016,2021-10-31,-92.75,GMS
1017,2021-07-31,-81.60,GMS
1018,2021-04-30,125.69,GMS
1019,2021-01-31,51.87,GMS
1020,2020-10-31,12.92,GMS
1021,2020-07-31,-20.11,GMS
1022,2020-04-30,280.12,GMS
1023,2020-01-31,115.78,GMS
1024,2019-10-31,56.35,GMS
1025,2019-07-31,-18.10,GMS
1026,2019-04-30,176.02,GMS
1027,2019-01-31,92.96,GMS
1028,2018-10-31,37.14,GMS
1029,2018-07-31,-51.35,GMS
1030,2018-04-30,70.39,GMS
1031,2018-01-31,55.35,GMS
1032,2017-10-31,25.50,GMS
1033,2017-07-31,4.44,GMS
1034,2017-04-30,60.83,GMS
1035,2017-01-31,32.69,GMS
1036,2016-10-31,-3.01,GMS
1037,2016-07-31,-32.39,GMS
1038,2016-04-30,49.89,GMS
1039,2016-01-31,20.67,GMS
1040,2015-10-31,1.09,GMS
1041,2015-07-31,-19.45,GMS
1042,2015-04-30,,GMS
1043,2014-04-30,,GMS
1044,2013-04-30,,GMS
1045,,,RETC
1046,2021-12-31,-0.54,RETC
1047,2021-09-30,-0.63,RETC
1048,2021-06-30,-0.43,RETC
1049,2021-03-31,-0.27,RETC
1050,2020-12-31,-0.61,RETC
1051,2020-09-30,-0.39,RETC
1052,2020-06-30,-0.21,RETC
1053,2020-03-31,0.07,RETC
1054,2019-12-31,,RETC
1055,2018-12-31,,RETC
1056,,,WORX
1057,2021-12-31,-1.07,WORX
1058,2021-09-30,-0.74,WORX
1059,2021-06-30,-0.48,WORX
1060,2021-03-31,-0.43,WORX
1061,2020-12-31,-0.96,WORX
1062,2020-09-30,-1.15,WORX
1063,2020-06-30,-1.00,WORX
1064,2020-03-31,-0.29,WORX
1065,2019-12-31,-4.80,WORX
1066,2019-09-30,-4.36,WORX
1067,2019-06-30,-4.06,WORX
1068,2019-03-31,-2.59,WORX
1069,2018-12-31,-0.24,WORX
1070,2018-09-30,0.41,WORX
1071,2018-06-30,0.64,WORX
1072,2018-03-31,0.01,WORX
1073,2017-12-31,-5.83,WORX
1074,2017-09-30,-4.58,WORX
1075,2017-06-30,-3.14,WORX
1076,2017-03-31,-1.32,WORX
1077,2016-12-31,-2.13,WORX
1078,2016-09-30,-0.86,WORX
1079,2016-06-30,-0.25,WORX
1080,2016-03-31,-0.12,WORX
1081,2015-12-31,,WORX
1082,2015-09-30,-0.20,WORX
1083,,,SURF
1084,2021-12-31,-62.46,SURF
1085,2021-09-30,-46.54,SURF
1086,2021-06-30,-31.23,SURF
1087,2021-03-31,-18.96,SURF
1088,2020-12-31,29.95,SURF
1089,2020-09-30,-42.33,SURF
1090,2020-06-30,-32.07,SURF
1091,2020-03-31,-15.60,SURF
1092,2019-12-31,-61.68,SURF
1093,2019-09-30,-48.21,SURF
1094,2019-06-30,-33.55,SURF
1095,2019-03-31,-19.18,SURF
1096,2018-12-31,-15.24,SURF
1097,2018-09-30,-0.18,SURF
1098,2018-06-30,12.26,SURF
1099,2018-03-31,30.53,SURF
1100,2017-12-31,-14.39,SURF
1101,2017-09-30,0.65,SURF
1102,2017-06-30,10.17,SURF
1103,2017-03-31,-4.58,SURF
1104,2016-12-31,,SURF
1105,,,BXRX
1106,2021-12-31,-49.47,BXRX
1107,2021-09-30,-36.70,BXRX
1108,2021-06-30,-24.13,BXRX
1109,2021-03-31,-14.08,BXRX
1110,2020-12-31,-44.70,BXRX
1111,2020-09-30,-29.73,BXRX
1112,2020-06-30,-17.62,BXRX
1113,2020-03-31,-6.31,BXRX
1114,2019-12-31,,BXRX
1115,2019-09-30,-43.74,BXRX
1116,,,LUCD
1117,2021-12-31,,LUCD
1118,2021-09-30,-7.83,LUCD
1119,2020-12-31,,LUCD
1120,2020-09-30,-3.95,LUCD
1121,,,QS
1122,2021-12-31,-255.09,QS
1123,2021-09-30,-165.70,QS
1124,2021-06-30,-98.09,QS
1125,2021-03-31,-34.70,QS
1126,2020-12-31,-85.36,QS
1127,2020-09-30,-48.03,QS
1128,2020-06-30,-31.89,QS
1129,2020-03-31,-16.42,QS
1130,2019-12-31,,QS
1131,,,RBOT
1132,2021-12-31,-34.59,RBOT
1133,2021-09-30,-23.97,RBOT
1134,2021-06-30,-0.86,RBOT
1135,2021-03-31,-0.07,RBOT
1136,2020-12-31,,RBOT
1137,2020-09-30,-8.31,RBOT
1138,,,VOR
1139,2021-12-31,,VOR
1140,2021-09-30,,VOR
1141,2021-06-30,,VOR
1142,2021-03-31,,VOR
1143,,,RCHG
1144,2021-12-31,-0.76,RCHG
1145,2021-09-30,-0.48,RCHG
1146,2021-06-30,-0.34,RCHG
1147,2021-03-31,-0.22,RCHG
1148,2020-12-31,,RCHG
1149,2020-09-30,-0.03,RCHG
1150,,,PV
1151,2021-09-30,-0.99,PV
1152,2021-06-30,-0.83,PV
1153,2021-03-31,-0.84,PV
1154,2020-12-31,,PV
1155,2020-06-30,,PV
1156,,,LFTR
1157,2021-12-31,-1.15,LFTR
1158,2021-09-30,-0.73,LFTR
1159,2021-06-30,-0.45,LFTR
1160,2021-03-31,-0.10,LFTR
1161,2020-12-31,,LFTR
1162,2020-09-30,0.00,LFTR
1163,,,CTKB
1164,2021-12-31,,CTKB
1165,2021-09-30,-3.89,CTKB
1166,2021-06-30,-3.74,CTKB
1167,2020-12-31,,CTKB
1168,2020-09-30,2.17,CTKB
1169,2020-06-30,0.45,CTKB
1170,,,NSTC
1171,2021-12-31,-0.31,NSTC
1172,2021-09-30,,NSTC
1173,2021-06-30,-0.12,NSTC
1174,2021-03-31,0.00,NSTC
1175,2020-12-31,,NSTC
1176,,,FMIV
1177,2021-12-31,-1.28,FMIV
1178,2021-09-30,-1.10,FMIV
1179,2021-06-30,-0.88,FMIV
1180,2021-03-31,0.10,FMIV
1181,,,LAX
1182,2021-10-31,,LAX
1183,,,ARCK
1184,2021-09-30,,ARCK
1185,,,PPHP
1186,2021-12-31,,PPHP
1187,2021-09-30,,PPHP
1188,2021-06-30,,PPHP
1189,,,SGII
1190,2021-09-30,,SGII
1191,,,ARHS
1192,2021-12-31,,ARHS
1193,2021-09-30,,ARHS
1194,,,CTO
1195,2021-12-31,-99.34,CTO
1196,2021-09-30,5.03,CTO
1197,2021-06-30,-61.47,CTO
1198,2021-03-31,-28.08,CTO
1199,2020-12-31,-65.26,CTO
1200,2020-09-30,-103.87,CTO
1201,2020-06-30,-90.97,CTO
1202,2020-03-31,-134.18,CTO
1203,2019-12-31,73.26,CTO
1204,2019-09-30,21.75,CTO
1205,2019-06-30,49.56,CTO
1206,2019-03-31,28.03,CTO
1207,2018-12-31,-55.20,CTO
1208,2018-09-30,15.80,CTO
1209,2018-06-30,9.59,CTO
1210,2018-03-31,-8.35,CTO
1211,2017-12-31,-37.08,CTO
1212,2017-09-30,-0.61,CTO
1213,2017-06-30,-1.33,CTO
1214,2017-03-31,5.91,CTO
1215,2016-12-31,-33.87,CTO
1216,2016-09-30,-7.60,CTO
1217,2016-06-30,13.72,CTO
1218,2016-03-31,-3.94,CTO
1219,2015-12-31,-35.42,CTO
1220,2015-09-30,-21.24,CTO
1221,2015-06-30,-1.58,CTO
1222,2015-03-31,-0.42,CTO
1223,2014-12-31,-27.62,CTO
1224,2014-09-30,-10.80,CTO
1225,2014-06-30,-14.79,CTO
1226,2014-03-31,-0.97,CTO
1227,2013-12-31,-2.72,CTO
1228,2013-09-30,-17.80,CTO
1229,2013-06-30,-13.39,CTO
1230,2013-03-31,-17.08,CTO
1231,2012-12-31,-13.16,CTO
1232,2012-09-30,3.08,CTO
1233,2012-06-30,3.21,CTO
1234,2012-03-31,0.71,CTO
1235,2011-12-31,-2.15,CTO
1236,2011-09-30,-0.96,CTO
1237,2011-06-30,-1.66,CTO
1238,2011-03-31,-0.59,CTO
1239,2010-12-31,-1.77,CTO
1240,2010-09-30,0.84,CTO
1241,2010-06-30,0.15,CTO
1242,2010-03-31,-0.20,CTO
1243,2009-12-31,-3.72,CTO
1244,2009-09-30,-1.08,CTO
1245,2009-06-30,-2.28,CTO
1246,2009-03-31,-2.28,CTO
1247,,,CSX
1248,2022-03-31,976.00,CSX
1249,2021-12-31,"3,837.00",CSX
1250,2021-09-30,"2,896.00",CSX
1251,2021-06-30,"1,872.00",CSX
1252,2021-03-31,926.00,CSX
1253,2020-12-31,"2,693.00",CSX
1254,2020-09-30,"1,970.00",CSX
1255,2020-06-30,"1,428.00",CSX
1256,2020-03-31,832.00,CSX
1257,2019-12-31,"3,447.00",CSX
1258,2019-09-30,"2,764.00",CSX
1259,2019-06-30,"1,644.00",CSX
1260,2019-03-31,868.00,CSX
1261,2018-12-31,"3,215.00",CSX
1262,2018-09-30,"2,423.00",CSX
1263,2018-06-30,"1,327.00",CSX
1264,2018-03-31,650.00,CSX
1265,2017-12-31,"1,529.00",CSX
1266,2017-09-30,"1,437.00",CSX
1267,2017-06-30,627.00,CSX
1268,2017-03-31,615.00,CSX
1269,2016-12-31,838.00,CSX
1270,2016-09-30,898.00,CSX
1271,2016-06-30,526.00,CSX
1272,2016-03-31,329.00,CSX
1273,2015-12-31,955.00,CSX
1274,2015-09-30,649.00,CSX
1275,2015-06-30,341.00,CSX
1276,2015-03-31,92.00,CSX
1277,2014-12-31,956.00,CSX
1278,2014-09-30,802.00,CSX
1279,2014-06-30,526.00,CSX
1280,2014-03-31,124.00,CSX
1281,2013-12-31,"1,007.00",CSX
1282,2013-09-30,812.00,CSX
1283,2013-06-30,494.00,CSX
1284,2013-03-31,240.00,CSX
1285,2012-12-31,791.00,CSX
1286,2012-09-30,474.00,CSX
1287,2012-06-30,68.00,CSX
1288,2012-03-31,-25.00,CSX
1289,2011-12-31,"1,434.00",CSX
1290,2011-09-30,"1,149.00",CSX
1291,2011-06-30,640.00,CSX
1292,2011-03-31,116.00,CSX
1293,2010-12-31,"1,529.00",CSX
1294,2010-09-30,"1,174.00",CSX
1295,2010-06-30,735.00,CSX
1296,2010-03-31,416.00,CSX
1297,2009-12-31,658.00,CSX
1298,2009-09-30,558.00,CSX
1299,2009-06-30,314.00,CSX
1300,2009-03-31,140.00,CSX
1301,,,VAL
1302,2021-12-31,-69.70,VAL
1303,2021-09-30,-41.20,VAL
1304,2021-06-30,-52.20,VAL
1305,2021-03-31,-34.00,VAL
1306,2020-12-31,-293.70,VAL
1307,2020-09-30,-435.10,VAL
1308,2020-06-30,-434.40,VAL
1309,2020-03-31,-230.30,VAL
1310,2019-12-31,-486.20,VAL
1311,2019-09-30,-596.80,VAL
1312,2019-06-30,-423.70,VAL
1313,2019-03-31,-53.10,VAL
1314,2018-12-31,,VAL
1315,,,CVBF
1316,2021-12-31,191.72,CVBF
1317,2021-09-30,135.46,CVBF
1318,2021-06-30,69.56,CVBF
1319,2021-03-31,47.43,CVBF
1320,2020-12-31,182.56,CVBF
1321,2020-09-30,137.71,CVBF
1322,2020-06-30,95.53,CVBF
1323,2020-03-31,74.65,CVBF
1324,2019-12-31,208.42,CVBF
1325,2019-09-30,149.84,CVBF
1326,2019-06-30,85.46,CVBF
1327,2019-03-31,58.48,CVBF
1328,2018-12-31,160.76,CVBF
1329,2018-09-30,113.08,CVBF
1330,2018-06-30,67.10,CVBF
1331,2018-03-31,53.35,CVBF
1332,2017-12-31,137.53,CVBF
1333,2017-09-30,107.16,CVBF
1334,2017-06-30,62.04,CVBF
1335,2017-03-31,56.15,CVBF
1336,2016-12-31,111.92,CVBF
1337,2016-09-30,95.87,CVBF
1338,2016-06-30,56.56,CVBF
1339,2016-03-31,30.42,CVBF
1340,2015-12-31,104.70,CVBF
1341,2015-09-30,84.12,CVBF
1342,2015-06-30,49.16,CVBF
1343,2015-03-31,27.96,CVBF
1344,2014-12-31,86.47,CVBF
1345,2014-09-30,65.18,CVBF
1346,2014-06-30,31.96,CVBF
1347,2014-03-31,28.65,CVBF
1348,2013-12-31,109.42,CVBF
1349,2013-09-30,70.73,CVBF
1350,2013-06-30,51.63,CVBF
1351,2013-03-31,7.27,CVBF
1352,2012-12-31,150.52,CVBF
1353,2012-09-30,111.90,CVBF
1354,2012-06-30,81.58,CVBF
1355,2012-03-31,33.86,CVBF
1356,2011-12-31,128.53,CVBF
1357,2011-09-30,95.30,CVBF
1358,2011-06-30,41.32,CVBF
1359,2011-03-31,27.33,CVBF
1360,2010-12-31,96.39,CVBF
1361,2010-09-30,63.35,CVBF
1362,2010-06-30,60.02,CVBF
1363,2010-03-31,40.14,CVBF
1364,2009-12-31,62.85,CVBF
1365,2009-09-30,66.35,CVBF
1366,2009-06-30,39.13,CVBF
1367,2009-03-31,32.93,CVBF
1368,,,HWM
1369,2021-12-31,282.00,HWM
1370,2021-09-30,16.00,HWM
1371,2021-06-30,-4.00,HWM
1372,2021-03-31,-61.00,HWM
1373,2020-12-31,-144.00,HWM
1374,2020-09-30,-248.00,HWM
1375,2020-06-30,-247.00,HWM
1376,2020-03-31,-246.00,HWM
1377,2019-12-31,-77.00,HWM
1378,2019-09-30,-488.00,HWM
1379,2019-06-30,-456.00,HWM
1380,2019-03-31,-422.00,HWM
1381,2018-12-31,-242.00,HWM
1382,2018-09-30,-699.00,HWM
1383,2018-06-30,-543.00,HWM
1384,2018-03-31,-553.00,HWM
1385,2017-12-31,-644.00,HWM
1386,2017-09-30,-742.00,HWM
1387,2017-06-30,-554.00,HWM
1388,2017-03-31,-508.00,HWM
1389,2016-12-31,-338.00,HWM
1390,2016-09-30,77.00,HWM
1391,2016-06-30,-77.00,HWM
1392,2016-03-31,-459.00,HWM
1393,2015-12-31,514.00,HWM
1394,2015-09-30,47.00,HWM
1395,2015-06-30,-158.00,HWM
1396,2015-03-31,-430.00,HWM
1397,2014-12-31,708.00,HWM
1398,2014-09-30,-528.00,HWM
1399,2014-06-30,-499.00,HWM
1400,2014-03-31,-760.00,HWM
1401,2013-12-31,398.00,HWM
1402,2013-09-30,-113.00,HWM
1403,2013-06-30,-77.00,HWM
1404,2013-03-31,-305.00,HWM
1405,2012-12-31,236.00,HWM
1406,2012-09-30,-299.00,HWM
1407,2012-06-30,-260.00,HWM
1408,2012-03-31,-506.00,HWM
1409,2011-12-31,906.00,HWM
1410,2011-09-30,250.00,HWM
1411,2011-06-30,86.00,HWM
1412,2011-03-31,-440.00,HWM
1413,2010-12-31,"1,246.00",HWM
1414,2010-09-30,241.00,HWM
1415,2010-06-30,65.00,HWM
1416,2010-03-31,-22.00,HWM
1417,2009-12-31,-257.00,HWM
1418,2009-09-30,"-1,018.00",HWM
1419,2009-06-30,-832.00,HWM
1420,2009-03-31,-742.00,HWM
1421,,,GOVX
1422,2021-12-31,-11.24,GOVX
1423,2021-09-30,-4.56,GOVX
1424,2021-06-30,-2.90,GOVX
1425,2021-03-31,-1.62,GOVX
1426,2020-12-31,-2.91,GOVX
1427,2020-09-30,-1.21,GOVX
1428,2020-06-30,-0.93,GOVX
1429,2020-03-31,-0.36,GOVX
1430,2019-12-31,-1.41,GOVX
1431,2019-09-30,-1.12,GOVX
1432,2019-06-30,-0.78,GOVX
1433,2019-03-31,-0.32,GOVX
1434,2018-12-31,-1.54,GOVX
1435,2018-09-30,-1.04,GOVX
1436,2018-06-30,-0.76,GOVX
1437,2018-03-31,-0.38,GOVX
1438,2017-12-31,-1.69,GOVX
1439,2017-09-30,-1.24,GOVX
1440,2017-06-30,-0.77,GOVX
1441,2017-03-31,-0.34,GOVX
1442,2016-12-31,-1.95,GOVX
1443,2016-09-30,-1.58,GOVX
1444,2016-06-30,-1.17,GOVX
1445,2016-03-31,-0.63,GOVX
1446,2015-12-31,-2.72,GOVX
1447,2015-09-30,-1.96,GOVX
1448,2015-06-30,-1.31,GOVX
1449,2015-03-31,-0.64,GOVX
1450,2014-12-31,-2.29,GOVX
1451,2014-09-30,-1.65,GOVX
1452,2014-06-30,-1.14,GOVX
1453,2014-03-31,-0.50,GOVX
1454,2013-12-31,-1.78,GOVX
1455,2013-09-30,-0.96,GOVX
1456,2013-06-30,-0.80,GOVX
1457,2013-03-31,-0.35,GOVX
1458,2012-12-31,-2.44,GOVX
1459,2012-09-30,-1.89,GOVX
1460,2012-06-30,-1.66,GOVX
1461,2012-03-31,-1.24,GOVX
1462,2011-12-31,-0.32,GOVX
1463,2011-09-30,-0.51,GOVX
1464,2011-06-30,-0.41,GOVX
1465,2011-03-31,-0.54,GOVX
1466,2010-12-31,-2.44,GOVX
1467,2010-09-30,-1.83,GOVX
1468,2010-06-30,-1.37,GOVX
1469,2010-03-31,-0.54,GOVX
1470,2009-12-31,-1.70,GOVX
1471,2009-09-30,-1.32,GOVX
1472,2009-06-30,-1.20,GOVX
1473,2009-03-31,-0.46,GOVX
1474,,,SDON
1475,2021-12-31,-0.03,SDON
1476,2021-09-30,-0.01,SDON
1477,2021-06-30,-0.01,SDON
1478,2021-03-31,,SDON
1479,2020-12-31,-0.04,SDON
1480,2020-09-30,-0.02,SDON
1481,2020-06-30,-0.02,SDON
1482,2020-03-31,-0.01,SDON
1483,2019-12-31,-0.02,SDON
1484,2019-09-30,-0.02,SDON
1485,2019-06-30,-14.63,SDON
1486,2019-03-31,-0.01,SDON
1487,2018-12-31,-0.02,SDON
1488,2018-09-30,-0.01,SDON
1489,2018-06-30,-0.01,SDON
1490,2018-03-31,-0.01,SDON
1491,2017-12-31,-0.02,SDON
1492,2017-09-30,-0.02,SDON
1493,2017-06-30,-0.02,SDON
1494,2017-03-31,-0.01,SDON
1495,2016-12-31,-0.02,SDON
1496,2016-09-30,-0.02,SDON
1497,2016-06-30,-0.01,SDON
1498,2016-03-31,-0.01,SDON
1499,2015-12-31,-0.02,SDON
1500,2015-09-30,-0.02,SDON
1501,2015-06-30,-0.01,SDON
1502,2015-03-31,-0.01,SDON
1503,2014-12-31,-0.02,SDON
1504,2014-09-30,-0.02,SDON
1505,2014-06-30,-0.02,SDON
1506,2014-03-31,-0.02,SDON
1507,2013-12-31,-0.01,SDON
1508,2013-09-30,-0.00,SDON
1509,2013-06-30,-0.00,SDON
1510,2013-03-31,0.00,SDON
1511,2012-12-31,-0.02,SDON
1512,2012-09-30,-0.02,SDON
1513,2012-06-30,-0.00,SDON
1514,2012-03-31,-0.00,SDON
1515,2011-12-31,-0.01,SDON
1516,2011-09-30,-0.01,SDON
1517,2011-06-30,-0.01,SDON
1518,2011-03-31,-0.00,SDON
1519,2010-12-31,-0.02,SDON
1520,2010-09-30,-0.01,SDON
1521,2010-06-30,-0.01,SDON
1522,2010-03-31,-0.00,SDON
1523,2009-12-31,-0.02,SDON
1524,2009-09-30,-0.01,SDON
1525,2009-06-30,-0.01,SDON
1526,2009-03-31,-0.00,SDON
1527,,,SUI
1528,2021-12-31,"-1,291.85",SUI
1529,2021-09-30,-677.44,SUI
1530,2021-06-30,-380.33,SUI
1531,2021-03-31,-55.47,SUI
1532,2020-12-31,"-1,873.24",SUI
1533,2020-09-30,-143.88,SUI
1534,2020-06-30,-21.09,SUI
1535,2020-03-31,-26.07,SUI
1536,2019-12-31,-503.87,SUI
1537,2019-09-30,-374.53,SUI
1538,2019-06-30,-282.49,SUI
1539,2019-03-31,-279.18,SUI
1540,2018-12-31,29.57,SUI
1541,2018-09-30,79.01,SUI
1542,2018-06-30,-200.83,SUI
1543,2018-03-31,15.31,SUI
1544,2017-12-31,-142.36,SUI
1545,2017-09-30,-40.83,SUI
1546,2017-06-30,-10.94,SUI
1547,2017-03-31,-2.33,SUI
1548,2016-12-31,"-1,376.16",SUI
1549,2016-09-30,"-1,350.56",SUI
1550,2016-06-30,"-1,336.63",SUI
1551,2016-03-31,7.19,SUI
